R	MAE	MedAE	RMSE	Group	Dataset	Model
0.983121910678019	21.7986482250044	23.7876511019257	23.0050603165117	Rep1	MSA	abec-Rep1
0.96411009154869	5.44812568593334	4.9127000860117	6.16921027726564	Rep1	MSA	altumage-Rep1
0.980112476217278	8.84146204571524	8.17576264600485	9.75266449310032	Rep1	MSA	cabec-Rep1
0.822403496296776	18.5291954682422	20.4502616786292	20.4907175499	Rep1	MSA	dnamfitage-Rep1
0.927355945991556	6.11463197496555	5.53830071261875	7.49537219619179	Rep1	MSA	dnamphenoage-Rep1
-0.879480468498332	33.4280030907667	30.667164905452	36.311937415944	Rep1	MSA	dnamtl-Rep1
0.389770714364267	39.8087481676132	37.0284381446051	42.1466289358344	Rep1	MSA	dunedinpace-Rep1
0.980812336030753	33.9335033781698	34.8606141042137	34.4187353991838	Rep1	MSA	eabec-Rep1
0.52705982418841	43.6001424430868	46.4801373684707	45.6463209041991	Rep1	MSA	encen100-Rep1
0.974937464869516	17.7893611757565	18.3710615871853	18.0606156201566	Rep1	MSA	encen40-Rep1
0.454833979657945	40.6150554207111	37.9150977453276	42.9180656320033	Rep1	MSA	epitoc1-Rep1
0.972545484325857	3.37650007818237	3.40194703155875	3.94063987379814	Rep1	MSA	grimage-Rep1
0.968348385867792	7.71717834235037	8.34112247562025	8.56533791313024	Rep1	MSA	grimage2-Rep1
0.92616267786804	4.60266216566313	3.42556559482885	6.36373080668051	Rep1	MSA	han-Rep1
-0.128411871824523	12.0306509846912	11.2001427732555	14.5444836399585	Rep1	MSA	knight-Rep1
0.0390347845551961	11.8423227393334	11.0493200252912	14.3467933172905	Rep1	MSA	leecontrol-Rep1
0.32159993780072	12.9376246239511	12.6355957966347	15.0114288613476	Rep1	MSA	leerefinedrobust-Rep1
0.192100709943099	13.0844292459121	12.7883299468764	15.1226854269991	Rep1	MSA	leerobust-Rep1
0.312920327444877	40.4709979202315	37.7804989141494	42.7799696536805	Rep1	MSA	stemtoc-Rep1
0.74084957189812	18.0619549097411	21.0059982934602	20.1173882260482	Rep1	MSA	stoch-Rep1
0.843714018039492	13.4143390102433	14.5603762996923	14.9215550977652	Rep1	MSA	stocp-Rep1
0.967610206980175	9.55013243959534	8.25674548290115	10.6943443565164	Rep1	MSA	stocz-Rep1
0.93525861322828	7.52958270720068	8.0316031863894	8.60076906868941	Rep1	MSA	hannum-Rep1
0.953104204534549	9.27872332309532	9.0831255468357	10.2145302463227	Rep1	MSA	horvath2013-Rep1
0.965916263402831	3.53778374293733	3.4691825097909	4.57317431965507	Rep1	MSA	hrsinchphenoage-Rep1
0.85254666738934	38.7927808960216	36.7746264805585	40.558025955848	Rep1	MSA	intrinclock-Rep1
0.893367577682178	27.472638847887	27.8653586537887	28.2049350039144	Rep1	MSA	lin-Rep1
-0.906559157498281	33.6503344136258	30.9472749768417	36.4622376749633	Rep1	MSA	pcdnamtl-Rep1
0.981448781208292	12.8545582873318	13.1479013589546	13.3321449141518	Rep1	MSA	pcgrimage-Rep1
0.96592818140004	12.379575147498	12.6721062810152	13.6187052768332	Rep1	MSA	pchannum-Rep1
0.956673303499059	8.91203427967149	8.0536754732351	9.88649357894648	Rep1	MSA	pchorvath2013-Rep1
0.944510085499593	4.67735383289861	4.1604912597328	5.8582663030322	Rep1	MSA	pcphenoage-Rep1
0.925651137805409	9.42943440235754	8.5281282204242	10.4745732817523	Rep1	MSA	pcskinandblood-Rep1
0.900592055754046	30.1467450551333	27.4711139718739	32.6624950754859	Rep1	MSA	pedbe-Rep1
0.909485175496362	12.9512221102304	11.2742159474781	14.2421831419725	Rep1	MSA	pipekelasticnet-Rep1
0.969294967772046	2.99427887152359	2.7871246500953	3.61069238970278	Rep1	MSA	pipekfilteredh-Rep1
0.967373109095073	11.1731785574839	11.4829785656478	11.7244923610525	Rep1	MSA	pipekretrainedh-Rep1
0.0528392987032776	41.5031083930195	43.6160027276408	43.7551867739424	Rep1	MSA	replitali-Rep1
